registration_number,ngo_name,registration_type,state,city,registered_year,focus_area,website,director_name,beneficiaries_estimate,funding_summary,contact_email,contact_phone,address,annual_report_url,source_links,notes
JH/2016/416224,Uday Organisation 171,NITI Aayog (Darpan),Jharkhand,Jamshedpur,2008,Human Rights,https://www.udayorganisation171.org,Advik Srinivas,"3.8M (approx., 2024)","FY2023: Total ~ INR 1,700,000; Grants INR 400,000; Donations INR 700,000; Govt INR 600,000",contact171@uday.organisation.171.org,9995866934,"102, Jamshedpur Main Road, Near Market, Jharkhand",https://www.udayorganisation171.org/annual-report.pdf,https://www.udayorganisation171.org|https://example-simulated-source.org/171,Simulated beneficiary numbers
AR/2018/664487,Samarth Samiti 172,NITI Aayog (Darpan),Arunachal Pradesh,Itanagar,2016,Human Rights,https://www.samarthsamiti172.org,Hridaan Balan,"4.48M (approx., 2020)","FY2023: Total ~ INR 5,430,000; Grants INR 1,300,000; Donations INR 4,130,000; Govt INR 0",contact172@samarth.samiti.172.org,9452288515,"144, Itanagar Main Road, Near School, Arunachal Pradesh",https://www.samarthsamiti172.org/annual-report.pdf,https://www.samarthsamiti172.org|https://example-simulated-source.org/172,
S/35993/UT,Seva Samiti 173,Society,Uttar Pradesh,Agra,1996,Women Empowerment,https://www.sevasamiti173.org,Kashvi Upadhyay,"4.71M (approx., 2024)","FY2023: Total ~ INR 5,500,000; Grants INR 700,000; Donations INR 3,800,000; Govt INR 1,000,000",contact173@seva.samiti.173.org,7442043805,"209, Agra Main Road, Near School, Uttar Pradesh",https://www.sevasamiti173.org/annual-report.pdf,https://www.sevasamiti173.org|https://example-simulated-source.org/173,Funding estimated for demo
U60797MA2013NPL90803,Seva Initiative 174,Section-8 Company,Madhya Pradesh,Ujjain,2002,Elderly Care,https://www.sevainitiative174.org,Adah Dewan,"2.47M (approx., 2021)","FY2020: Total ~ INR 4,090,000; Grants INR 500,000; Donations INR 3,490,000; Govt INR 100,000",contact174@seva.initiative.174.org,8800439735,"194, Ujjain Main Road, Near Railway Station, Madhya Pradesh",https://www.sevainitiative174.org/annual-report.pdf,https://www.sevainitiative174.org|https://example-simulated-source.org/174,Sample data - synthetic
S/73954/TR,Navjeevan Centre 175,Society,Tripura,Agartala,1993,Rural Development,https://www.navjeevancentre175.org,Rati Sundaram,"2.53M (approx., 2021)","FY2019: Total ~ INR 5,110,000; Grants INR 1,800,000; Donations INR 2,810,000; Govt INR 500,000",contact175@navjeevan.centre.175.org,8229405720,"40, Agartala Main Road, Near Market, Tripura",https://www.navjeevancentre175.org/annual-report.pdf,https://www.navjeevancentre175.org|https://example-simulated-source.org/175,Simulated beneficiary numbers
JH/2017/446135,Pragati Sanstha 176,NITI Aayog (Darpan),Jharkhand,Jamshedpur,2023,Women Empowerment,https://www.pragatisanstha176.org,Taran Dalal,"3.98M (approx., 2022)","FY2024: Total ~ INR 2,140,000; Grants INR 2,000,000; Donations INR 40,000; Govt INR 100,000",contact176@pragati.sanstha.176.org,9861533555,"76, Jamshedpur Main Road, Near Railway Station, Jharkhand",https://www.pragatisanstha176.org/annual-report.pdf,https://www.pragatisanstha176.org|https://example-simulated-source.org/176,Simulated beneficiary numbers
HA/2020/409898,Prerna Foundation 177,NITI Aayog (Darpan),Haryana,Faridabad,1992,Arts & Culture,https://www.prernafoundation177.org,Ehsaan Krishnamurthy,"2.49M (approx., 2023)","FY2019: Total ~ INR 3,040,000; Grants INR 600,000; Donations INR 1,640,000; Govt INR 800,000",contact177@prerna.foundation.177.org,7648408588,"115, Faridabad Main Road, Near School, Haryana",https://www.prernafoundation177.org/annual-report.pdf,https://www.prernafoundation177.org|https://example-simulated-source.org/177,
S/88862/GU,Pragati Samiti 178,Society,Gujarat,Bhavnagar,1992,Disability Services,https://www.pragatisamiti178.org,Anvi Kohli,"7.34Lakh (approx., 2018)","FY2023: Total ~ INR 1,410,000; Grants INR 100,000; Donations INR 910,000; Govt INR 400,000",contact178@pragati.samiti.178.org,9361386120,"118, Bhavnagar Main Road, Near Market, Gujarat",https://www.pragatisamiti178.org/annual-report.pdf,https://www.pragatisamiti178.org|https://example-simulated-source.org/178,
U69129HI2020NPL54011,Navjeevan Initiative 179,Section-8 Company,Himachal Pradesh,Dharamshala,2012,Arts & Culture,https://www.navjeevaninitiative179.org,Saira Mander,"4.22M (approx., 2018)","FY2021: Total ~ INR 5,920,000; Grants INR 900,000; Donations INR 4,020,000; Govt INR 1,000,000",contact179@navjeevan.initiative.179.org,8506180919,"12, Dharamshala Main Road, Near Community Centre, Himachal Pradesh",https://www.navjeevaninitiative179.org/annual-report.pdf,https://www.navjeevaninitiative179.org|https://example-simulated-source.org/179,
177851051,Sankalp Welfare 180,FCRA,Andhra Pradesh,Tirupati,1997,Rural Development,https://www.sankalpwelfare180.org,Parinaaz Bava,"3.5Lakh (approx., 2018)","FY2023: Total ~ INR 5,450,000; Grants INR 1,800,000; Donations INR 3,050,000; Govt INR 600,000",contact180@sankalp.welfare.180.org,9326842450,"142, Tirupati Main Road, Near Railway Station, Andhra Pradesh",https://www.sankalpwelfare180.org/annual-report.pdf,https://www.sankalpwelfare180.org|https://example-simulated-source.org/180,
U94663AN2016NPL19671,Samarth Initiative 181,Section-8 Company,Andhra Pradesh,Vijayawada,1994,Human Rights,https://www.samarthinitiative181.org,Shanaya Raj,"2.44M (approx., 2023)","FY2020: Total ~ INR 1,580,000; Grants INR 200,000; Donations INR 1,280,000; Govt INR 100,000",contact181@samarth.initiative.181.org,7239431290,"218, Vijayawada Main Road, Near School, Andhra Pradesh",https://www.samarthinitiative181.org/annual-report.pdf,https://www.samarthinitiative181.org|https://example-simulated-source.org/181,Funding estimated for demo
TR/1994/26362,Asha Centre 182,Trust,Telangana,Nizamabad,2017,Women Empowerment,https://www.ashacentre182.org,Neysa Hayre,"1.41M (approx., 2018)","FY2024: Total ~ INR 2,560,000; Grants INR 1,000,000; Donations INR 1,260,000; Govt INR 300,000",contact182@asha.centre.182.org,8775949299,"94, Nizamabad Main Road, Near Market, Telangana",https://www.ashacentre182.org/annual-report.pdf,https://www.ashacentre182.org|https://example-simulated-source.org/182,Funding estimated for demo
U68373BI2011NPL41038,Jeevan Welfare 183,Section-8 Company,Bihar,Bhagalpur,1994,Women Empowerment,https://www.jeevanwelfare183.org,Hansh Bansal,"1.56Lakh (approx., 2024)","FY2023: Total ~ INR 4,830,000; Grants INR 1,600,000; Donations INR 3,230,000; Govt INR 0",contact183@jeevan.welfare.183.org,8812914283,"68, Bhagalpur Main Road, Near Community Centre, Bihar",https://www.jeevanwelfare183.org/annual-report.pdf,https://www.jeevanwelfare183.org|https://example-simulated-source.org/183,Funding estimated for demo
S/71736/ME,Nirmaan Sanstha 184,Society,Meghalaya,Shillong,2015,Arts & Culture,https://www.nirmaansanstha184.org,Hiran Kota,"3.05M (approx., 2022)","FY2023: Total ~ INR 3,690,000; Grants INR 0; Donations INR 3,390,000; Govt INR 300,000",contact184@nirmaan.sanstha.184.org,8256394278,"131, Shillong Main Road, Near Community Centre, Meghalaya",https://www.nirmaansanstha184.org/annual-report.pdf,https://www.nirmaansanstha184.org|https://example-simulated-source.org/184,Sample data - synthetic
TR/1999/97458,Uday Society 185,Trust,Meghalaya,Shillong,2003,Urban Poor,https://www.udaysociety185.org,Divyansh Kar,"4.34M (approx., 2024)","FY2022: Total ~ INR 3,780,000; Grants INR 1,100,000; Donations INR 1,980,000; Govt INR 700,000",contact185@uday.society.185.org,9750373145,"60, Shillong Main Road, Near Community Centre, Meghalaya",https://www.udaysociety185.org/annual-report.pdf,https://www.udaysociety185.org|https://example-simulated-source.org/185,
MA/2024/580792,Nirmaan Centre 186,NITI Aayog (Darpan),Maharashtra,Nagpur,2023,Healthcare,https://www.nirmaancentre186.org,Indrans Chakraborty,"3.4M (approx., 2020)","FY2023: Total ~ INR 4,290,000; Grants INR 1,100,000; Donations INR 2,490,000; Govt INR 700,000",contact186@nirmaan.centre.186.org,9266591846,"250, Nagpur Main Road, Near Railway Station, Maharashtra",https://www.nirmaancentre186.org/annual-report.pdf,https://www.nirmaancentre186.org|https://example-simulated-source.org/186,
TR/2022/85341,Prerna Trust 187,Trust,Jharkhand,Jamshedpur,1997,Urban Poor,https://www.prernatrust187.org,Jayesh Venkataraman,"4.04M (approx., 2023)","FY2023: Total ~ INR 4,250,000; Grants INR 1,500,000; Donations INR 2,450,000; Govt INR 300,000",contact187@prerna.trust.187.org,8322259136,"208, Jamshedpur Main Road, Near Market, Jharkhand",https://www.prernatrust187.org/annual-report.pdf,https://www.prernatrust187.org|https://example-simulated-source.org/187,Sample data - synthetic
TR/2000/18658,Seva Organisation 188,Trust,Goa,Margao,1991,Education,https://www.sevaorganisation188.org,Pari Dayal,"2.38M (approx., 2018)","FY2022: Total ~ INR 3,790,000; Grants INR 600,000; Donations INR 2,290,000; Govt INR 900,000",contact188@seva.organisation.188.org,9809202428,"246, Margao Main Road, Near School, Goa",https://www.sevaorganisation188.org/annual-report.pdf,https://www.sevaorganisation188.org|https://example-simulated-source.org/188,Funding estimated for demo
890954894,Sakhi Society 189,FCRA,Gujarat,Surat,2014,Mental Health,https://www.sakhisociety189.org,Kavya Ganesh,"1.11M (approx., 2018)","FY2023: Total ~ INR 1,830,000; Grants INR 0; Donations INR 1,030,000; Govt INR 800,000",contact189@sakhi.society.189.org,7984257991,"59, Surat Main Road, Near School, Gujarat",https://www.sakhisociety189.org/annual-report.pdf,https://www.sakhisociety189.org|https://example-simulated-source.org/189,Funding estimated for demo
S/81576/AR,Uday Welfare 190,Society,Arunachal Pradesh,Itanagar,2017,Animal Welfare,https://www.udaywelfare190.org,Miraya Sane,"4.38M (approx., 2021)","FY2024: Total ~ INR 5,570,000; Grants INR 1,100,000; Donations INR 4,470,000; Govt INR 0",contact190@uday.welfare.190.org,9088117298,"212, Itanagar Main Road, Near Community Centre, Arunachal Pradesh",https://www.udaywelfare190.org/annual-report.pdf,https://www.udaywelfare190.org|https://example-simulated-source.org/190,Funding estimated for demo
873955258,Dharitri Society 191,FCRA,Madhya Pradesh,Jabalpur,2006,Elderly Care,https://www.dharitrisociety191.org,Mohanlal Chopra,"1.59M (approx., 2018)","FY2019: Total ~ INR 3,750,000; Grants INR 0; Donations INR 2,950,000; Govt INR 800,000",contact191@dharitri.society.191.org,9916247314,"154, Jabalpur Main Road, Near School, Madhya Pradesh",https://www.dharitrisociety191.org/annual-report.pdf,https://www.dharitrisociety191.org|https://example-simulated-source.org/191,
U23970KE2004NPL56846,Navjeevan Association 192,Section-8 Company,Kerala,Kochi,2003,Human Rights,https://www.navjeevanassociation192.org,Zara Ramachandran,"3.47M (approx., 2022)","FY2021: Total ~ INR 4,370,000; Grants INR 1,700,000; Donations INR 2,470,000; Govt INR 200,000",contact192@navjeevan.association.192.org,9944869594,"175, Kochi Main Road, Near School, Kerala",https://www.navjeevanassociation192.org/annual-report.pdf,https://www.navjeevanassociation192.org|https://example-simulated-source.org/192,Funding estimated for demo
U96413BI2003NPL99017,Annapurna Organisation 193,Section-8 Company,Bihar,Bhagalpur,2000,Animal Welfare,https://www.annapurnaorganisation193.org,Nehmat Gandhi,"3.26M (approx., 2023)","FY2020: Total ~ INR 4,210,000; Grants INR 0; Donations INR 4,110,000; Govt INR 100,000",contact193@annapurna.organisation.193.org,7721386589,"179, Bhagalpur Main Road, Near Community Centre, Bihar",https://www.annapurnaorganisation193.org/annual-report.pdf,https://www.annapurnaorganisation193.org|https://example-simulated-source.org/193,Funding estimated for demo
S/49606/UT,Nirmaan Samiti 194,Society,Uttarakhand,Nainital,2021,Healthcare,https://www.nirmaansamiti194.org,Shayak Seshadri,"3.68M (approx., 2018)","FY2023: Total ~ INR 5,950,000; Grants INR 600,000; Donations INR 4,350,000; Govt INR 1,000,000",contact194@nirmaan.samiti.194.org,7906698490,"243, Nainital Main Road, Near Railway Station, Uttarakhand",https://www.nirmaansamiti194.org/annual-report.pdf,https://www.nirmaansamiti194.org|https://example-simulated-source.org/194,Simulated beneficiary numbers
RA/2018/655073,Umeed Sanstha 195,NITI Aayog (Darpan),Rajasthan,Jaipur,2015,Elderly Care,https://www.umeedsanstha195.org,Prerak Mammen,"4.92M (approx., 2019)","FY2019: Total ~ INR 1,770,000; Grants INR 1,600,000; Donations INR 70,000; Govt INR 100,000",contact195@umeed.sanstha.195.org,7053021465,"172, Jaipur Main Road, Near School, Rajasthan",https://www.umeedsanstha195.org/annual-report.pdf,https://www.umeedsanstha195.org|https://example-simulated-source.org/195,Simulated beneficiary numbers
U35496TR2014NPL53947,Prerna Society 196,Section-8 Company,Tripura,Agartala,1997,Livelihood,https://www.prernasociety196.org,Vedika Venkataraman,"4.31M (approx., 2020)","FY2021: Total ~ INR 6,760,000; Grants INR 1,700,000; Donations INR 4,160,000; Govt INR 900,000",contact196@prerna.society.196.org,9042681818,"76, Agartala Main Road, Near Market, Tripura",https://www.prernasociety196.org/annual-report.pdf,https://www.prernasociety196.org|https://example-simulated-source.org/196,Funding estimated for demo
TR/2019/77916,Kshitij Welfare 197,Trust,Kerala,Alappuzha,2023,Urban Poor,https://www.kshitijwelfare197.org,Navya Sidhu,"4.49M (approx., 2018)","FY2019: Total ~ INR 2,470,000; Grants INR 800,000; Donations INR 1,270,000; Govt INR 400,000",contact197@kshitij.welfare.197.org,7714163356,"245, Alappuzha Main Road, Near Market, Kerala",https://www.kshitijwelfare197.org/annual-report.pdf,https://www.kshitijwelfare197.org|https://example-simulated-source.org/197,Funding estimated for demo
MA/2020/380711,Uday Welfare 198,NITI Aayog (Darpan),Manipur,Imphal,2002,Healthcare,https://www.udaywelfare198.org,Raghav Saha,"2.09M (approx., 2024)","FY2019: Total ~ INR 3,920,000; Grants INR 1,900,000; Donations INR 1,820,000; Govt INR 200,000",contact198@uday.welfare.198.org,7942373334,"53, Imphal Main Road, Near Railway Station, Manipur",https://www.udaywelfare198.org/annual-report.pdf,https://www.udaywelfare198.org|https://example-simulated-source.org/198,
S/49653/TA,Seva Welfare 199,Society,Tamil Nadu,Tiruchirappalli,1993,Animal Welfare,https://www.sevawelfare199.org,Nitara Arora,"4.41M (approx., 2024)","FY2019: Total ~ INR 4,540,000; Grants INR 1,300,000; Donations INR 2,440,000; Govt INR 800,000",contact199@seva.welfare.199.org,9579472846,"57, Tiruchirappalli Main Road, Near Railway Station, Tamil Nadu",https://www.sevawelfare199.org/annual-report.pdf,https://www.sevawelfare199.org|https://example-simulated-source.org/199,Simulated beneficiary numbers
S/42373/KE,Umeed Welfare 200,Society,Kerala,Kochi,2001,Urban Poor,https://www.umeedwelfare200.org,Devansh Vyas,"4.6M (approx., 2020)","FY2023: Total ~ INR 2,770,000; Grants INR 700,000; Donations INR 1,370,000; Govt INR 700,000",contact200@umeed.welfare.200.org,9003691559,"221, Kochi Main Road, Near Market, Kerala",https://www.umeedwelfare200.org/annual-report.pdf,https://www.umeedwelfare200.org|https://example-simulated-source.org/200,Simulated beneficiary numbers
762384450,Samarth Initiative 201,FCRA,Odisha,Cuttack,2007,Urban Poor,https://www.samarthinitiative201.org,Veer Keer,"1.98M (approx., 2022)","FY2020: Total ~ INR 6,280,000; Grants INR 1,300,000; Donations INR 4,380,000; Govt INR 600,000",contact201@samarth.initiative.201.org,8564729293,"209, Cuttack Main Road, Near Community Centre, Odisha",https://www.samarthinitiative201.org/annual-report.pdf,https://www.samarthinitiative201.org|https://example-simulated-source.org/201,Sample data - synthetic
S/66483/SI,Uday Initiative 202,Society,Sikkim,Gangtok,2000,Urban Poor,https://www.udayinitiative202.org,Charvi Bhatti,"5.04Lakh (approx., 2019)","FY2019: Total ~ INR 4,230,000; Grants INR 800,000; Donations INR 2,430,000; Govt INR 1,000,000",contact202@uday.initiative.202.org,7885744890,"102, Gangtok Main Road, Near Community Centre, Sikkim",https://www.udayinitiative202.org/annual-report.pdf,https://www.udayinitiative202.org|https://example-simulated-source.org/202,Funding estimated for demo
U83071TR2008NPL46107,Dharitri Sanstha 203,Section-8 Company,Tripura,Agartala,2012,Child Welfare,https://www.dharitrisanstha203.org,Seher Dani,"2.73M (approx., 2023)","FY2019: Total ~ INR 4,790,000; Grants INR 1,600,000; Donations INR 2,490,000; Govt INR 700,000",contact203@dharitri.sanstha.203.org,7615939982,"200, Agartala Main Road, Near Market, Tripura",https://www.dharitrisanstha203.org/annual-report.pdf,https://www.dharitrisanstha203.org|https://example-simulated-source.org/203,Funding estimated for demo
TR/2016/83742,Uday Association 204,Trust,Uttarakhand,Roorkee,2007,Urban Poor,https://www.udayassociation204.org,Oorja Chand,"3.32M (approx., 2020)","FY2024: Total ~ INR 5,890,000; Grants INR 1,400,000; Donations INR 3,990,000; Govt INR 500,000",contact204@uday.association.204.org,9961125355,"168, Roorkee Main Road, Near Market, Uttarakhand",https://www.udayassociation204.org/annual-report.pdf,https://www.udayassociation204.org|https://example-simulated-source.org/204,Funding estimated for demo
S/87772/PU,Sakhi Samiti 205,Society,Punjab,Ludhiana,2015,Women Empowerment,https://www.sakhisamiti205.org,Mehul Tiwari,"4.4M (approx., 2024)","FY2023: Total ~ INR 1,130,000; Grants INR 200,000; Donations INR 530,000; Govt INR 400,000",contact205@sakhi.samiti.205.org,8132611178,"14, Ludhiana Main Road, Near Community Centre, Punjab",https://www.sakhisamiti205.org/annual-report.pdf,https://www.sakhisamiti205.org|https://example-simulated-source.org/205,Sample data - synthetic
